mode,k,section,n_obs,spatial_neighbor_k,neighbor_same_cluster_fraction,labels_path
independent,10,Mouse_Thymus1,4697,6,0.16695053580299482,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/raw_embedding/clustering/independent_k10/labels_Mouse_Thymus1.csv
independent,11,Mouse_Thymus1,4697,6,0.14661840891349087,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/raw_embedding/clustering/independent_k11/labels_Mouse_Thymus1.csv
independent,12,Mouse_Thymus1,4697,6,0.13962813143141012,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/raw_embedding/clustering/independent_k12/labels_Mouse_Thymus1.csv
independent,2,Mouse_Thymus2,4253,6,0.893134258170703,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/raw_embedding/clustering/independent_k2/labels_Mouse_Thymus2.csv
independent,3,Mouse_Thymus2,4253,6,0.6758758523395251,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/raw_embedding/clustering/independent_k3/labels_Mouse_Thymus2.csv
independent,4,Mouse_Thymus2,4253,6,0.6043968963084881,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/raw_embedding/clustering/independent_k4/labels_Mouse_Thymus2.csv
independent,5,Mouse_Thymus2,4253,6,0.5118347832902265,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/raw_embedding/clustering/independent_k5/labels_Mouse_Thymus2.csv
independent,6,Mouse_Thymus2,4253,6,0.4859314993338036,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/raw_embedding/clustering/independent_k6/labels_Mouse_Thymus2.csv
independent,7,Mouse_Thymus2,4253,6,0.4336938631554197,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/raw_embedding/clustering/independent_k7/labels_Mouse_Thymus2.csv
independent,8,Mouse_Thymus2,4253,6,0.4193902343443844,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/raw_embedding/clustering/independent_k8/labels_Mouse_Thymus2.csv
independent,9,Mouse_Thymus2,4253,6,0.41327690257857197,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/raw_embedding/clustering/independent_k9/labels_Mouse_Thymus2.csv
independent,10,Mouse_Thymus2,4253,6,0.3446194842856023,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/raw_embedding/clustering/independent_k10/labels_Mouse_Thymus2.csv
independent,11,Mouse_Thymus2,4253,6,0.4074770750058782,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/raw_embedding/clustering/independent_k11/labels_Mouse_Thymus2.csv
independent,12,Mouse_Thymus2,4253,6,0.3130731248530449,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/raw_embedding/clustering/independent_k12/labels_Mouse_Thymus2.csv
independent,2,Mouse_Thymus3,4646,6,0.8931697517577845,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/raw_embedding/clustering/independent_k2/labels_Mouse_Thymus3.csv
independent,3,Mouse_Thymus3,4646,6,0.6701463624623332,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/raw_embedding/clustering/independent_k3/labels_Mouse_Thymus3.csv
independent,4,Mouse_Thymus3,4646,6,0.6124982063423734,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/raw_embedding/clustering/independent_k4/labels_Mouse_Thymus3.csv
independent,5,Mouse_Thymus3,4646,6,0.5591189553737983,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/raw_embedding/clustering/independent_k5/labels_Mouse_Thymus3.csv
independent,6,Mouse_Thymus3,4646,6,0.5058831970153537,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/raw_embedding/clustering/independent_k6/labels_Mouse_Thymus3.csv
independent,7,Mouse_Thymus3,4646,6,0.5124479839288276,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/raw_embedding/clustering/independent_k7/labels_Mouse_Thymus3.csv
independent,8,Mouse_Thymus3,4646,6,0.5034438226431339,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/raw_embedding/clustering/independent_k8/labels_Mouse_Thymus3.csv
independent,9,Mouse_Thymus3,4646,6,0.47887071315827234,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/raw_embedding/clustering/independent_k9/labels_Mouse_Thymus3.csv
independent,10,Mouse_Thymus3,4646,6,0.4245946333763811,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/raw_embedding/clustering/independent_k10/labels_Mouse_Thymus3.csv
independent,11,Mouse_Thymus3,4646,6,0.4075190127708423,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/raw_embedding/clustering/independent_k11/labels_Mouse_Thymus3.csv
independent,12,Mouse_Thymus3,4646,6,0.3679509255273353,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/raw_embedding/clustering/independent_k12/labels_Mouse_Thymus3.csv
independent,2,Mouse_Thymus4,4228,6,0.8783506780195522,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/raw_embedding/clustering/independent_k2/labels_Mouse_Thymus4.csv
independent,3,Mouse_Thymus4,4228,6,0.6541706086408073,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/raw_embedding/clustering/independent_k3/labels_Mouse_Thymus4.csv
independent,4,Mouse_Thymus4,4228,6,0.5892462945443078,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/raw_embedding/clustering/independent_k4/labels_Mouse_Thymus4.csv
independent,5,Mouse_Thymus4,4228,6,0.5717439293598234,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/raw_embedding/clustering/independent_k5/labels_Mouse_Thymus4.csv
independent,6,Mouse_Thymus4,4228,6,0.5037448754336171,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/raw_embedding/clustering/independent_k6/labels_Mouse_Thymus4.csv
independent,7,Mouse_Thymus4,4228,6,0.4664932198044781,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/raw_embedding/clustering/independent_k7/labels_Mouse_Thymus4.csv
independent,8,Mouse_Thymus4,4228,6,0.4654288867865027,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/raw_embedding/clustering/independent_k8/labels_Mouse_Thymus4.csv
independent,9,Mouse_Thymus4,4228,6,0.43874172185430466,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/raw_embedding/clustering/independent_k9/labels_Mouse_Thymus4.csv
independent,10,Mouse_Thymus4,4228,6,0.4170608640807316,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/raw_embedding/clustering/independent_k10/labels_Mouse_Thymus4.csv
independent,11,Mouse_Thymus4,4228,6,0.3414538000630716,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/raw_embedding/clustering/independent_k11/labels_Mouse_Thymus4.csv
independent,12,Mouse_Thymus4,4228,6,0.3239908546199937,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/raw_embedding/clustering/independent_k12/labels_Mouse_Thymus4.csv
