mode,scope,label,n_obs_labeled,n_label_classes,k,ari,nmi,homogeneity,completeness,v_measure,label_asw,label_asw_scaled,label_rows_in_full_order
independent,s2,RegionLoupe,2820,9,6,0.5512010177876916,0.6427699310141929,0.6677321800220845,0.6196067837441471,0.6427699310141929,0.1153385043144226,0.5576692521572113,"2384,2385,2386,2387,2388"
independent,s2,annotations,2820,11,6,0.4765501576392369,0.6060555337279905,0.5895177920363845,0.6235479226192456,0.6060555337279905,0.1015751361846923,0.5507875680923462,"2384,2385,2386,2387,2388"
independent,s2,Y.l1,2820,9,6,0.5512010177876916,0.6427699310141929,0.6677321800220845,0.6196067837441471,0.6427699310141929,0.1153385043144226,0.5576692521572113,"2384,2385,2386,2387,2388"
independent,s2,Y,2820,11,6,0.4765501576392369,0.6060555337279905,0.5895177920363847,0.6235479226192456,0.6060555337279905,0.1015751361846923,0.5507875680923462,"2384,2385,2386,2387,2388"
independent,s3,RegionLoupe,2662,9,6,0.5504074274369611,0.6157456828988473,0.6187386906406506,0.6127814917522598,0.6157456828988475,0.1032247021794319,0.551612351089716,"5204,5205,5206,5207,5208"
independent,s3,annotations,2662,11,6,0.4555620336624717,0.574799694236352,0.537614065355437,0.6175116717197193,0.574799694236352,0.0953233838081359,0.547661691904068,"5204,5205,5206,5207,5208"
independent,s3,celltype,2662,11,6,0.4555620336624717,0.574799694236352,0.537614065355437,0.6175116717197193,0.574799694236352,0.0953233838081359,0.547661691904068,"5204,5205,5206,5207,5208"
independent,s3,Y.l1,2662,9,6,0.5504074274369611,0.6157456828988473,0.6187386906406506,0.6127814917522598,0.6157456828988475,0.1032247021794319,0.551612351089716,"5204,5205,5206,5207,5208"
independent,s3,Y,2662,11,6,0.4555620336624717,0.5747996942363518,0.5376140653554367,0.617511671719719,0.5747996942363518,0.0953233838081359,0.547661691904068,"5204,5205,5206,5207,5208"
independent,s1,RegionLoupe,2384,9,8,0.5392567920274217,0.6709208800326936,0.7284607306840848,0.6218055381961916,0.6709208800326936,0.1038244515657424,0.5519122257828712,"0,1,2,3,4"
independent,s1,annotations,2384,11,8,0.5738477732181316,0.6881295408580984,0.6965138168449152,0.6799447152160563,0.6881295408580984,0.1058109626173973,0.5529054813086987,"0,1,2,3,4"
independent,s1,celltype,2384,11,8,0.5738477732181316,0.6881295408580984,0.6965138168449152,0.6799447152160563,0.6881295408580984,0.1058109626173973,0.5529054813086987,"0,1,2,3,4"
independent,s1,Y.l1,2384,9,8,0.5392567920274217,0.6709208800326936,0.7284607306840848,0.6218055381961916,0.6709208800326936,0.1038244515657424,0.5519122257828712,"0,1,2,3,4"
independent,s1,Y,2384,11,8,0.5738477732181316,0.6881295408580982,0.696513816844915,0.679944715216056,0.6881295408580982,0.1058109626173973,0.5529054813086987,"0,1,2,3,4"
independent,s2,RegionLoupe,2820,9,8,0.4350865283476566,0.6200187194702944,0.7008922119057238,0.5558779175133135,0.6200187194702944,0.1153385043144226,0.5576692521572113,"2384,2385,2386,2387,2388"
