mode,n_clusters,n_clusters_observed,cluster_asw,cluster_asw_scaled,dbi,calinski_harabasz,label_key,n_labeled,n_true_labels,ari,nmi,homogeneity,completeness,v_measure,label_asw,label_asw_scaled,section,spatial_neighbor_agreement
joint,14,14.0,0.09904026985168457,0.5495201349258423,2.553292984864392,299.1608823985589,RNA_Clusters,7118.0,13.0,0.29449531623041164,0.4566970119111521,0.48404960490729276,0.4322703521498693,0.45669701191115203,0.02800515480339527,0.5140025774016976,,
joint,14,14.0,0.09904026985168457,0.5495201349258423,2.553292984864392,299.1608823985589,ATAC_Clusters,7118.0,13.0,0.2505436288335357,0.44532794177459545,0.49469150307343634,0.40492215458237335,0.4453279417745954,0.0270990077406168,0.5135495038703084,,
joint,14,14.0,0.09904026985168457,0.5495201349258423,2.553292984864392,299.1608823985589,section,7118.0,4.0,0.1883158586525645,0.32803004001700437,0.46570047716535745,0.25318380872609286,0.32803004001700437,0.043295662850141525,0.5216478314250708,,
joint_section_spatial,14,,,,,,cluster,,,,,,,,,,dataset4,0.6818421747162839
joint_section_spatial,14,,,,,,cluster,,,,,,,,,,dataset3,0.6087038079159632
joint_section_spatial,14,,,,,,cluster,,,,,,,,,,dataset2,0.6269881990764494
joint_section_spatial,14,,,,,,cluster,,,,,,,,,,dataset1,0.6581337090966025
independent,14,14.0,0.06628952920436859,0.5331447646021843,2.9179844657986913,50.784515586712004,Y,1263.0,8.0,0.2486994322659204,0.4607984550479484,0.6384858122989662,0.3604789851639198,0.4607984550479485,0.050715792924165726,0.5253578964620829,dataset4,
independent,14,14.0,0.06628952920436859,0.5331447646021843,2.9179844657986913,50.784515586712004,Combined_Clusters_annotation,1263.0,8.0,0.2486994322659204,0.4607984550479484,0.6384858122989662,0.3604789851639198,0.4607984550479485,0.050715792924165726,0.5253578964620829,dataset4,
independent,14,14.0,0.06628952920436859,0.5331447646021843,2.9179844657986913,50.784515586712004,Combined_Clusters,1263.0,8.0,0.2486994322659204,0.4607984550479485,0.6384858122989663,0.3604789851639198,0.4607984550479485,0.050715792924165726,0.5253578964620829,dataset4,
independent,14,14.0,0.06628952920436859,0.5331447646021843,2.9179844657986913,50.784515586712004,RNA_Clusters,1263.0,12.0,0.30866561952950444,0.47046296559123724,0.5746816611747523,0.39824170939924924,0.4704629655912373,0.024571239948272705,0.5122856199741364,dataset4,
independent,14,14.0,0.06628952920436859,0.5331447646021843,2.9179844657986913,50.784515586712004,ATAC_Clusters,1263.0,8.0,0.22730500770503984,0.38732784145149746,0.522206891100759,0.30782163394073175,0.38732784145149746,-0.021074194461107254,0.4894629027694464,dataset4,
independent_section_spatial,14,,,,,,cluster,,,,,,,,,,dataset4,0.42385853787278965
