mode,scope,label,n_obs_labeled,n_label_classes,k,ari,nmi,homogeneity,completeness,v_measure,label_asw,label_asw_scaled
independent,dataset3,RNA_Clusters,1777,11,5,0.19700208771070005,0.2782538970972503,0.2715506102804615,0.2852965043463582,0.2782538970972503,-0.0004067536210641265,0.49979662318946794
independent,dataset3,ATAC_Clusters,1777,11,5,0.2226980995013971,0.3054314101184085,0.27849169715092836,0.3381412873493592,0.3054314101184085,0.015568196773529053,0.5077840983867645
independent,dataset4,Y,1263,8,5,0.5252143798559045,0.5365284719234448,0.5544588419926632,0.5197214569561195,0.5365284719234448,0.052194010466337204,0.5260970052331686
independent,dataset4,Combined_Clusters_annotation,1263,8,5,0.5252143798559045,0.5365284719234448,0.5544588419926632,0.5197214569561195,0.5365284719234448,0.052194010466337204,0.5260970052331686
independent,dataset4,Combined_Clusters,1263,8,5,0.5252143798559045,0.5365284719234448,0.5544588419926632,0.5197214569561195,0.5365284719234448,0.052194010466337204,0.5260970052331686
independent,dataset4,RNA_Clusters,1263,12,5,0.48534589161246267,0.5228275087978147,0.4886284392029816,0.562174028972969,0.5228275087978147,0.027149584144353867,0.5135747920721769
independent,dataset4,ATAC_Clusters,1263,8,5,0.44927577034346433,0.4421235504370517,0.4469452601597059,0.4374047649483475,0.4421235504370517,-0.02382189780473709,0.48808905109763145
independent,dataset1,Y,2129,14,6,0.5199594268914676,0.57209005370227,0.5069037594641916,0.6565160352563939,0.57209005370227,0.02981637418270111,0.5149081870913506
independent,dataset1,Combined_Clusters_annotation,2129,14,6,0.5199594268914676,0.5720900537022701,0.5069037594641916,0.6565160352563941,0.5720900537022701,0.02981637418270111,0.5149081870913506
independent,dataset1,Combined_Clusters,2129,14,6,0.5199594268914676,0.57209005370227,0.5069037594641916,0.6565160352563939,0.57209005370227,0.02981637418270111,0.5149081870913506
independent,dataset1,RNA_Clusters,2129,13,6,0.4450691437255205,0.4742426325946211,0.4326502333314595,0.5246824581244773,0.47424263259462124,0.0099099762737751,0.5049549881368876
independent,dataset1,ATAC_Clusters,2129,10,6,0.45459653861509985,0.5704149237087405,0.5391294654461491,0.6055550297956844,0.5704149237087405,0.04237101972103119,0.5211855098605156
independent,dataset2,Y,1949,12,6,0.4956525510762243,0.5495437127733908,0.47497512526930935,0.6518864433940569,0.5495437127733908,0.09271403402090073,0.5463570170104504
independent,dataset2,Combined_Clusters_annotation,1949,12,6,0.4956525510762243,0.5495437127733906,0.4749751252693093,0.651886443394057,0.5495437127733908,0.09271403402090073,0.5463570170104504
independent,dataset2,Combined_Clusters,1949,12,6,0.4956525510762243,0.5495437127733909,0.4749751252693094,0.651886443394057,0.5495437127733906,0.09271403402090073,0.5463570170104504
independent,dataset2,RNA_Clusters,1949,11,6,0.5833104285637835,0.5177452971642487,0.503877663933445,0.5323978582102985,0.5177452971642486,0.09710429608821869,0.5485521480441093
independent,dataset2,ATAC_Clusters,1949,9,6,0.5833789294879669,0.5823942072900399,0.5520041116433538,0.6163254574498003,0.5823942072900399,0.1238599345088005,0.5619299672544003
independent,dataset3,Y,1777,12,6,0.32887380906177877,0.4028053857402502,0.41104153239524494,0.39489281515482466,0.40280538574025027,-0.012990688905119896,0.49350465554744005
independent,dataset3,Combined_Clusters_annotation,1777,12,6,0.32887380906177877,0.4028053857402503,0.4110415323952451,0.39489281515482483,0.4028053857402504,-0.012990688905119896,0.49350465554744005
independent,dataset3,Combined_Clusters,1777,12,6,0.32887380906177877,0.40280538574025027,0.41104153239524505,0.3948928151548247,0.40280538574025027,-0.012990688905119896,0.49350465554744005
independent,dataset3,RNA_Clusters,1777,11,6,0.21377053058906786,0.3292511981417931,0.3361111815643846,0.3226656364628489,0.32925119814179304,-0.0004067536210641265,0.49979662318946794
independent,dataset3,ATAC_Clusters,1777,11,6,0.2658488180291446,0.365943313756312,0.34789183026255893,0.3859706383472347,0.365943313756312,0.015568196773529053,0.5077840983867645
independent,dataset4,Y,1263,8,6,0.5429301344891011,0.5685256358412537,0.6113685520851067,0.5312941023417793,0.5685256358412537,0.052194010466337204,0.5260970052331686
independent,dataset4,Combined_Clusters_annotation,1263,8,6,0.5429301344891011,0.5685256358412537,0.6113685520851067,0.5312941023417793,0.5685256358412537,0.052194010466337204,0.5260970052331686
independent,dataset4,Combined_Clusters,1263,8,6,0.5429301344891011,0.5685256358412538,0.6113685520851067,0.5312941023417793,0.5685256358412537,0.052194010466337204,0.5260970052331686
independent,dataset4,RNA_Clusters,1263,12,6,0.5077476007071686,0.5440875042995919,0.5270883635294179,0.562219665623939,0.5440875042995919,0.027149584144353867,0.5135747920721769
independent,dataset4,ATAC_Clusters,1263,8,6,0.42611389015726253,0.44106660170764317,0.4635938295058284,0.42062723241567335,0.4410666017076431,-0.02382189780473709,0.48808905109763145
independent,dataset1,Y,2129,14,7,0.492444323661477,0.5684289067896127,0.5272269277073823,0.6166165481720794,0.5684289067896127,0.02981637418270111,0.5149081870913506
independent,dataset1,Combined_Clusters_annotation,2129,14,7,0.492444323661477,0.5684289067896124,0.5272269277073821,0.6166165481720793,0.5684289067896124,0.02981637418270111,0.5149081870913506
independent,dataset1,Combined_Clusters,2129,14,7,0.492444323661477,0.5684289067896126,0.5272269277073822,0.6166165481720793,0.5684289067896126,0.02981637418270111,0.5149081870913506
independent,dataset1,RNA_Clusters,2129,13,7,0.4395667839639724,0.47765655407988433,0.45691457325078355,0.500371285036755,0.47765655407988433,0.0099099762737751,0.5049549881368876
independent,dataset1,ATAC_Clusters,2129,10,7,0.41031085308792253,0.555560816437018,0.5516496742644766,0.559527813847771,0.555560816437018,0.04237101972103119,0.5211855098605156
independent,dataset2,Y,1949,12,7,0.5221399998293796,0.5750683614852635,0.5168250676896149,0.6481063177174992,0.5750683614852636,0.09271403402090073,0.5463570170104504
independent,dataset2,Combined_Clusters_annotation,1949,12,7,0.5221399998293796,0.5750683614852635,0.5168250676896149,0.6481063177174993,0.5750683614852636,0.09271403402090073,0.5463570170104504
independent,dataset2,Combined_Clusters,1949,12,7,0.5221399998293796,0.5750683614852636,0.516825067689615,0.6481063177174993,0.5750683614852635,0.09271403402090073,0.5463570170104504
independent,dataset2,RNA_Clusters,1949,11,7,0.5956064402979948,0.5467274916956946,0.556521281036846,0.5372724477444365,0.5467274916956946,0.09710429608821869,0.5485521480441093
independent,dataset2,ATAC_Clusters,1949,9,7,0.5909466959694869,0.5985347668414194,0.5926200168366137,0.6045687735483448,0.5985347668414194,0.1238599345088005,0.5619299672544003
independent,dataset3,Y,1777,12,7,0.28535520111529955,0.3817115756325029,0.4045361907096933,0.36132500843601456,0.38171157563250296,-0.012990688905119896,0.49350465554744005
