mode,k,section,n_obs,spatial_neighbor_k,neighbor_same_cluster_fraction,labels_path
independent,5,Mouse_Thymus1,4697,6,0.3626073380171741,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/standardized_embedding/clustering/independent_k5/labels_Mouse_Thymus1.csv
independent,6,Mouse_Thymus1,4697,6,0.3578525299836775,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/standardized_embedding/clustering/independent_k6/labels_Mouse_Thymus1.csv
independent,7,Mouse_Thymus1,4697,6,0.2984883968490526,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/standardized_embedding/clustering/independent_k7/labels_Mouse_Thymus1.csv
independent,8,Mouse_Thymus1,4697,6,0.25480803349655806,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/standardized_embedding/clustering/independent_k8/labels_Mouse_Thymus1.csv
independent,9,Mouse_Thymus1,4697,6,0.17539564260875737,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/standardized_embedding/clustering/independent_k9/labels_Mouse_Thymus1.csv
independent,10,Mouse_Thymus1,4697,6,0.1646795827123696,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/standardized_embedding/clustering/independent_k10/labels_Mouse_Thymus1.csv
independent,11,Mouse_Thymus1,4697,6,0.13781846568731815,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/standardized_embedding/clustering/independent_k11/labels_Mouse_Thymus1.csv
independent,12,Mouse_Thymus1,4697,6,0.1457313178624654,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/standardized_embedding/clustering/independent_k12/labels_Mouse_Thymus1.csv
independent,2,Mouse_Thymus2,4253,6,0.8898816521670977,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/standardized_embedding/clustering/independent_k2/labels_Mouse_Thymus2.csv
independent,3,Mouse_Thymus2,4253,6,0.6674504271494631,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/standardized_embedding/clustering/independent_k3/labels_Mouse_Thymus2.csv
independent,4,Mouse_Thymus2,4253,6,0.5999686495806882,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/standardized_embedding/clustering/independent_k4/labels_Mouse_Thymus2.csv
independent,5,Mouse_Thymus2,4253,6,0.5413041774433733,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/standardized_embedding/clustering/independent_k5/labels_Mouse_Thymus2.csv
independent,6,Mouse_Thymus2,4253,6,0.4884003448546124,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/standardized_embedding/clustering/independent_k6/labels_Mouse_Thymus2.csv
independent,7,Mouse_Thymus2,4253,6,0.42691433497923037,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/standardized_embedding/clustering/independent_k7/labels_Mouse_Thymus2.csv
independent,8,Mouse_Thymus2,4253,6,0.3460302531546359,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/standardized_embedding/clustering/independent_k8/labels_Mouse_Thymus2.csv
independent,9,Mouse_Thymus2,4253,6,0.3467748256132926,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/standardized_embedding/clustering/independent_k9/labels_Mouse_Thymus2.csv
independent,10,Mouse_Thymus2,4253,6,0.3463045693236147,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/standardized_embedding/clustering/independent_k10/labels_Mouse_Thymus2.csv
