mode,scope,k,label,n_labeled,n_label_classes,ari,nmi,homogeneity,completeness,v_measure,label_asw,label_asw_scaled,label_asw_n_obs,metric_space
joint,combined,14,spatial_cluster,344594,8,0.24778336577662835,0.42751641432322485,0.4768376552306661,0.3874417520539269,0.4275164143232249,0.060927629470825195,0.5304638147354126,10000,raw_embedding
joint,combined,14,codex_coarse_label,665399,10,0.04782398784236055,0.1329934112234633,0.16825685255348458,0.10994998265686341,0.1329934112234633,-0.007479234132915735,0.49626038293354213,10000,raw_embedding
joint,combined,15,cell_type_common,956139,16,0.12116963256797657,0.31143855519869457,0.4162099159199275,0.24880705062795225,0.3114385551986946,0.023637020960450172,0.5118185104802251,10000,raw_embedding
joint,combined,15,spatial_cluster,344594,8,0.26216598441675715,0.43467012202931177,0.4918065721272554,0.3894277075511725,0.43467012202931177,0.060927629470825195,0.5304638147354126,10000,raw_embedding
joint,combined,15,codex_coarse_label,665399,10,0.04980614759888592,0.1281220697610985,0.16539098874125607,0.10456057162768186,0.12812206976109852,-0.007479234132915735,0.49626038293354213,10000,raw_embedding
joint,combined,16,cell_type_common,956139,16,0.09986068547565853,0.30764612694611704,0.4181995359582202,0.2433224604270163,0.30764612694611704,0.023637020960450172,0.5118185104802251,10000,raw_embedding
joint,combined,16,spatial_cluster,344594,8,0.24740810203951355,0.4260807378709392,0.49052590176772215,0.37660276562300504,0.4260807378709392,0.060927629470825195,0.5304638147354126,10000,raw_embedding
joint,combined,16,codex_coarse_label,665399,10,0.041854546097884214,0.12898739499415054,0.16794143892812288,0.10470179638163814,0.12898739499415052,-0.007479234132915735,0.49626038293354213,10000,raw_embedding
joint,combined,17,cell_type_common,956139,16,0.11228824604737773,0.30637473093915885,0.42036966816889104,0.241016419648814,0.30637473093915885,0.023637020960450172,0.5118185104802251,10000,raw_embedding
joint,combined,17,spatial_cluster,344594,8,0.26309091316248384,0.4315181999879851,0.5022246624522592,0.3782637613946087,0.43151819998798513,0.060927629470825195,0.5304638147354126,10000,raw_embedding
